filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
images/Set1/IMG (6766).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":73,""y"":28,""width"":105,""height"":116}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/19800_5.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":161,""y"":41,""width"":166,""height"":197}","{""Age"":""25-35"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (3789).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":38,""y"":28,""width"":39,""height"":39}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Average"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Formal/Business"",""BodyPose"":""Side""}"
images/Set1/2400_1 (3).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":33,""y"":16,""width"":48,""height"":62}","{""Age"":""Under 15"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""lower middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Sunglasses"":true},""Footwear"":""Normal"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/IMG (4973).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":114,""y"":11,""width"":71,""height"":80}","{""Age"":""25-35"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Sunglasses"":true},""Footwear"":""CantSee"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Bad"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (7660).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":87,""y"":4,""width"":72,""height"":79}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/3780_1.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":47,""y"":34,""width"":32,""height"":30}","{""Age"":""15-25"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Cap"":true},""Footwear"":""Normal"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (1069).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":34,""y"":14,""width"":39,""height"":37}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (2748).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":56,""y"":10,""width"":42,""height"":42}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/207120_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":47,""y"":6,""width"":26,""height"":26}","{""Age"":""35-45"",""Weight"":""underweight"",""Gender"":""female"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Nothing"":true,""OtherJewellery"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Bad"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (5338).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":116,""y"":24,""width"":52,""height"":59}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/16380_0 (3).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":127,""y"":7,""width"":114,""height"":112}","{""Age"":""35-45"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/34170_4.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":51,""y"":34,""width"":110,""height"":110}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Earings"":true,""OtherJewellery"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/1380_2 (3).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":168,""y"":56,""width"":108,""height"":130}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true},""Footwear"":""CantSee"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/5940_0.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":278,""y"":49,""width"":112,""height"":110}","{""Age"":""15-25"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Earings"":true,""Watch"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (3549).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":122,""y"":11,""width"":30,""height"":39}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Bad"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/2130_3 (4).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":74,""y"":23,""width"":40,""height"":37}","{""Age"":""25-35"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (4141).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":28,""y"":41,""width"":56,""height"":67}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/7950_1 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":54,""y"":21,""width"":28,""height"":30}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (1280).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":41,""y"":5,""width"":29,""height"":33}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/IMG (3918).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":59,""y"":11,""width"":48,""height"":37}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/25260_1 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":45,""width"":34,""height"":37}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/IMG (4121).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":44,""y"":25,""width"":17,""height"":27}","{""Age"":""45-55"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/9960_0.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":146,""y"":104,""width"":108,""height"":99}","{""Age"":""15-25"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Unkept"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (1891).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":80,""y"":52,""width"":65,""height"":60}","{""Age"":""45-55"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""upper class"",""Education"":""Highly Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Formal/Business"",""BodyPose"":""Front-Frontish""}"
images/Set1/8400_6.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":52,""y"":6,""width"":24,""height"":32}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/17040_9.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":130,""y"":4,""width"":86,""height"":48}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/10290_0 (3).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":80,""y"":62,""width"":70,""height"":78}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Unkept"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Happy"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/25530_1.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":89,""y"":6,""width"":42,""height"":39}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Cap"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/8520_0 (4).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":73,""y"":19,""width"":19,""height"":38}","{""Age"":""15-25"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/21000_2 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":103,""y"":6,""width"":98,""height"":88}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (3879).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":73,""y"":32,""width"":62,""height"":40}","{""Age"":""55+"",""Weight"":""over-weight"",""Gender"":""male"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Formal/Business"",""BodyPose"":""Back""}"
images/Set1/7560_1 (5).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":133,""y"":47,""width"":50,""height"":61}","{""Age"":""55+"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (5699).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":279,""y"":69,""width"":171,""height"":199}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Unkept"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Ethnic"",""BodyPose"":""Front-Frontish""}"
